Article Number,Article,Title,Description
194,"194. Powers, privileges, etc, of the House of Legislatures and of the members and committees thereof
 (1) Subject to the provisions of this Constitution and to the rules and standing orders regulating the procedure of the Legislature, there shall be freedom of speech in the Legislature of every State
 (2) No member of the Legislature of a State shall be liable to any proceedings in any court in respect of anything said or any vote given by him in the Legislature or any committee thereof, and no person shall be so liable in respect of the publication by or under the authority of a House of such a Legislature of any report, paper, votes or proceedings
 (3) In other respects, the powers, privileges and immunities of a House of the Legislature of a State, and of the members and the committees of a House of such Legislature, shall be such as may from time to time be defined by the Legislature by law, and, until so defined, shall be those of that House and of its members and committees immediately before the coming into force of Section 26 of the Constitution forty fourth Amendment Act, 1978
 (4) The provisions of clauses ( 1 ), ( 2 ) and ( 3 ) shall apply in relation to persons who by virtue of this Constitution have the right to speak in, and otherwise to take part in the proceedings of a House of the Legislature of a State or any committee thereof as they apply in relation to members of that Legislature","Article 194: Powers, Privileges, etc., of the House of Legislatures and of the Members and Committees Thereof","(1) Freedom of Speech in the Legislature:
Every State Legislature (both Legislative Assembly and Legislative Council) is granted freedom of speech for its members during proceedings, subject to the provisions of the Constitution and the rules and standing orders governing the procedure of the Legislature.
(2) Immunity from Legal Proceedings:
Members of the Legislature of a State cannot be sued in any court for:
Anything they say in the Legislature or any of its committees.
Any vote they give in the Legislature or its committees.
The publication of any report, paper, votes, or proceedings under the authority of a House of the Legislature.
This provision ensures legal immunity for legislators in relation to their work and participation within the House.

(3) Powers, Privileges, and Immunities:
The powers, privileges, and immunities of a House of the Legislature of a State, and its members and committees, shall be defined by law as decided by the State Legislature.
Until these powers are defined by law, they will remain as they were before the 44th Amendment (1978) came into force. The exact powers will be those the House and its members had immediately before this amendment.
(4) Application to Non-Members with Rights to Speak:
The provisions of freedom of speech, immunity from legal proceedings, and powers/privileges (as mentioned in clauses 1, 2, and 3) will also apply to individuals who have the right to speak in the Legislature or its committees, even if they are not members (such as advisors or special invitees), to the same extent as they apply to members of the Legislature."
195,"195. Salaries and allowances of members Members of the Legislative Assembly and the Legislative Council of a State shall be entitled to receive such salaries and allowances as may from time to time be determined, by the Legislature of the State by law and, until provision in that respect is so made, salaries and allowances at such rates and upon such conditions as were immediately before the commencement of the Constitution applicable in the case of members of the Legislative Assembly of the corresponding Province Legislative Procedure",Article 195 - Salaries and Allowances of Members,"Legislators get paid for their work, and the amount they are paid is decided by the state's legislature. Until they decide, the members are paid based on the amount decided before the constitution came into force.

"
196,"196. Provisions as to introduction and passing of Bills
 (1) Subject to the provisions of Article 198 and 207 with respect o Money Bills and other financial Bills, a Bill may originate in either House of the Legislature of a State which has a Legislative Council
 (2) Subject to the provisions of Article 197 and 198, a Bill shall not be deemed to have been passed by the Houses of the Legislature of a State having a legislative Council unless it has been agreed to by both Houses, either without amendment or with such amendments only as are agreed to by both Houses
 (3) A Bill pending in the Legislature of a State shall not lapse by reason of the prorogation of the House or Houses thereof
 (4) A Bill pending in the Legislative Council of a State which has not been passed by the Legislative Assembly shall not lapse on a dissolution of the Assembly
 (5) A Bill which is pending in the Legislative Assembly of a State, or which having been passed by the Legislative Assembly is pending in the Legislative Council, shall lapse on a dissolution of the Assembly",Article 196: Provisions as to Introduction and Passing of Bills,"(1) Origin of Bills in Either House:
A Bill can originate in either the Legislative Assembly or the Legislative Council of a State Legislature that has a Legislative Council. However, the provisions of Article 198 (Money Bills) and Article 207 (Financial Bills) still apply to Money Bills and other financial Bills.
(2) Agreement Between Both Houses for Passing a Bill:
For a Bill to be deemed passed by the Legislature of a State with a Legislative Council, it must be agreed upon by both Houses (Legislative Assembly and Legislative Council).
This agreement can be either:
Without amendment, or
With amendments that are agreed to by both Houses.
(3) Effect of Prorogation on Pending Bills:
A Bill pending in the Legislature of a State does not lapse due to the prorogation of the House or Houses. This means the Bill continues to be in process even if the House is prorogued.
(4) Effect of Dissolution of Assembly on Bills in Legislative Council:
A Bill that is pending in the Legislative Council but has not yet been passed by the Legislary Assembly will not lapse when the Legislative Assembly is dissolved.
(5) Effect of Dissolution of Assembly on Bills in Legislative Assembly and Council:
A Bill that is pending in the Legislative Assembly or that has been passed by the Legislary Assembly but is still pending in the Legislative Council will lapse when the Legislary Assembly is dissolved."
197,"197. Restriction on powers of Legislative Council as to Bills other than Money Bills
 (1) If after a Bill has been passed by the Legislative Assembly of a State having a Legislative Council and transmitted to the Legislative Council
 (a) the Bill is rejected by the Council; or
 (b) more than three months elapse from the date on which the Bill is laid before the Council without the Bill being passed by it; or
 (c) the Bill is passed by the Council with amendments to which the Legislative Assembly does not agree; the Legislative Assembly may, subject to the rules regulating its procedure, pass the Bill again in the same or in any subsequent session with or without such amendments, if any, as have been made, suggested or agreed to by the Legislative Council and then transmit the Bill as so passed to the Legislative Council
 (2) If after a Bill has been so passed for the second time by the Legislative Assembly and transmitted to the Legislative Council
 (a) the Bill is rejected by the Council; or
 (b) more than one month elapses from the date on which the Bill is laid before the Council without the Bill being passed by it; or
 (c) the Bill is passed by the Council with amendments to which the Legislative Assembly does not agree; the Bill shall be deemed to have been passed by the Houses of the Legislature of the State in the form in which it was passed by the Legislative Assembly for the second time with such amendments, if any, as have been made or suggested by the Legislative Council and agreed to by the Legislative Assembly
 (3) Nothing in this article shall apply to a Money Bill",Article 197: Restriction on Powers of Legislative Council as to Bills Other than Money Bills,"This article outlines the limitations on the powers of the Legislary Council concerning non-Money Bills, after the Legislative Assembly has passed them.

(1) Powers of the Legislative Assembly After Rejection or Delay by the Legislative Council:
After a Bill has been passed by the Legislative Assembly and sent to the Legislative Council, if any of the following occurs, the Legislative Assembly has the power to pass the Bill again in the same or subsequent sessions:
The Bill is rejected by the Legislative Council.
More than three months have passed since the Bill was sent to the Legislative Council without it being passed.
The Bill is passed by the Council with amendments that the Legislative Assembly does not agree with.
The Legislative Assembly can pass the Bill again, with or without amendments that the Council has made or suggested.
(2) Powers of the Legislative Assembly After the Second Passage:
If after the second passage of the Bill by the Legislative Assembly and transmission to the Legislary Council:
The Bill is rejected by the Council again, or
More than one month passes after the Bill is laid before the Council without the Bill being passed, or
The Bill is passed by the Council with amendments that the Legislary Assembly does not agree to,
The Bill shall be deemed to have been passed by both Houses of the Legislature of the State in the form in which it was passed by the Legislary Assembly for the second time, including any amendments the Legislary Council has suggested and the Legislary Assembly has agreed to.
(3) Exception for Money Bills:
The provisions of this article do not apply to Money Bills. Money Bills follow a separate process governed by Article 198.
"
198,"198. Special procedure in respect of Money Bills
 (1) A Money Bill shall not be introduced in a Legislative Council
 (2) ) After a Money Bill has been passed by the Legislative Assembly of a State having a Legislative Council, it shall be transmitted to the Legislative Council for its recommendations, and the Legislative Council shall within a period of fourteen days from the date of its receipt of the Bill return the Bill to the Legislative Assembly with its recommendations, and the Legislative Assembly may thereupon either accept or reject all or any of the recommendations of the Legislative Council
 (3) If the Legislative Assembly accepts any of the recommendations of the Legislative Council, the Money Bill shall be deemed to have been passed by both Houses with the amendments recommended by the Legislative Council and accepted by the Legislative Assembly
 (4) If the Legislative Assembly does not accept any of the recommendations of the Legislative Council, the Money Bill shall be deemed to have been passed by both Houses in the form in which it was passed by the Legislative Assembly without any of the amendments recommended by the Legislative Council
 (5) If a Money Bill passed by the Legislative Assembly and transmitted to the Legislative Council for its recommendations is not returned to the Legislative Assembly within the said period of fourteen days, it shall be deemed to have been passed by both Houses at the expiration of the said period in the form in which it was passed by the Legislative Assembly",Article 198: Special Procedure in Respect of Money Bills,"This article outlines the special procedure for dealing with Money Bills in a State Legislature with a Legislary Council.

(1) Money Bill Introduction:
A Money Bill cannot be introduced in the Legislary Council. It can only be introduced in the Legislary Assembly.
(2) Transmission to the Legislative Council:
After the Legislary Assembly passes a Money Bill, it is sent to the Legislary Council for recommendations.
The Legislary Council must return the Bill to the Legislary Assembly with its recommendations within 14 days of receiving the Bill.
(3) Acceptance of Recommendations:
If the Legislary Assembly accepts the recommendations of the Legislary Council, the Money Bill is considered passed by both Houses with the amendments agreed upon by the Assembly.
(4) Rejection of Recommendations:
If the Legislary Assembly rejects all or any of the recommendations of the Legislary Council, the Money Bill is deemed to have been passed by both Houses in the form in which it was passed by the Legislative Assembly, without incorporating the recommendations.
(5) Non-return Within 14 Days:
If the Legislary Council fails to return the Money Bill with its recommendations within the 14-day period, the Money Bill is deemed to have been passed by both Houses, in the form in which it was originally passed by the Legislary Assembly."
199,"199. Definition of Money Bills
 (1) For the purposes of this Chapter, a Bill shall be deemed to be a Money Bill if it contains only provisions dealing with all or any of the following matters, namely:
 (a) the imposition, abolition, remission, alteration or regulation of any tax;
 (b) the regulation of the borrowing of money or the giving of any guarantee by the State, or the amendment of the law with respect to any financial obligations undertaken or to be undertaken by the State;
 (c) the custody of the Consolidated Fund or the Contingency Fund of the State, the payment of moneys into or the withdrawal of moneys from any such Fund;
 (d) the appropriation of moneys out of the Consolidated Fund of the State;
 (e) the declaring of any expenditure to be expenditure charged on the Consolidated Fund of the State, or the increasing of the amount of any such expenditure;
 (f) the receipt of money on account of the Consolidated Fund of the State or the public account of the State or the custody or issue of such money; or
 (g) any matter incidental to any of the matters specified in sub clauses (a) to (f)
 (2) A Bill shall not be deemed to be a Money Bill by reason only that it provides for the imposition of fines or other pecuniary penalties, or for the demand or payment of fees for licences or fees for services rendered, or by reason that it provides for the imposition, abolition, remission, alteration or regulation of any tax by any local authority or body for local purposes
 (3) If any question arises whether a Bill introduced in the Legislature of a State which has a Legislative Council is a Money Bill or not, the decision of the Speaker of the Legislative Assembly of such State thereon shall be final
 (4) There shall be endorsed on every Money Bill when it is transmitted to the Legislative Council under Article 198, and when it is presented to the Governor for assent under Article 200, the certificate of the Speaker of the Legislative Assembly signed by him that it is a Money Bill",Article 199: Definition of Money Bills,"This article defines what constitutes a Money Bill in the context of a State Legislature. It lays out the criteria for a Bill to be categorized as a Money Bill and outlines the procedures for determining and certifying such a Bill.

(1) Criteria for a Money Bill:
A Bill is considered a Money Bill if it deals exclusively with one or more of the following matters:

(a) Imposition, abolition, remission, alteration, or regulation of any tax.
(b) Regulation of the borrowing of money or giving any guarantee by the State, or amendments to laws relating to the State’s financial obligations.
(c) Custody of the Consolidated Fund or Contingency Fund of the State, or the payment and withdrawal of money from such Funds.
(d) Appropriation of money from the Consolidated Fund of the State.
(e) Declaring or increasing any expenditure charged on the Consolidated Fund of the State.
(f) Receipt of money on account of the Consolidated Fund or the Public Account of the State, or the custody or issue of such money.
(g) Any matter incidental to the above points (a) to (f).
(2) Exclusions from Money Bill Definition:
A Bill will not be considered a Money Bill solely because it involves:
The imposition of fines or pecuniary penalties.
The demand or payment of fees for licenses or services rendered.
The imposition, abolition, remission, alteration, or regulation of any tax by local authorities or bodies for local purposes.
(3) Determining a Money Bill:
If there is any dispute or question about whether a Bill introduced in a State Legislature with a Legislary Council is a Money Bill, the Speaker of the Legislative Assembly will make the final decision on the matter.
(4) Certification of Money Bill:
Every Money Bill will be endorsed with a certificate from the Speaker of the Legislative Assembly, confirming that the Bill is a Money Bill:
The certificate will be included when the Money Bill is transmitted to the Legislary Council (under Article 198).
The certificate will also be included when the Money Bill is presented to the Governor for assent (under Article 200).
"
200,"200. Assent to Bills When a Bill has been passed by the Legislative Assembly of a State or, in the case of a State having a Legislative Council, has been passed by both Houses of the Legislature of the State, it shall be presented to the Governor and the Governor shall declare either that he assents to the Bill or that he withholds assent therefrom or that he reserves the Bill for the consideration of the President: Provided that the Governor may, as soon as possible after the presentation to him of the Bill for assent, return the Bill if it is not a Money Bill together with a message requesting that the House or Houses will reconsider the Bill or any specified provisions thereof and, in particular, will consider the desirability of introducing any such amendments as he may recommend in his message and, when a Bill is so returned, the House or Houses shall reconsider the Bill accordingly, and if the Bill is passed again by the House or Houses with or without amendment and presented to the Governor for assent, the Governor shall not withhold assent therefrom: Provided further that the Governor shall not assent to, but shall reserve for the consideration of the President, any Bill which in the opinion of the Governor would, if it became law, so derogate from the powers of the High Court as to endanger the position which that Court is by this Constitution designed to fill",Article 200 - Assent to Bills,"Once a Bill passes both Houses of the legislature, it goes to the Governor. The Governor can:
Approve it,
Reject it,
Send it to the President for final approval. If the Governor wants changes, they can ask the legislature to reconsider the Bill."
201,"201. Bill reserved for consideration When a Bill is reserved by a Governor for the consideration of the President, the President shall declare either that he assents to the Bill or that he withholds assent therefrom: Provided that, where the Bill is not a Money Bill, the President may direct the Governor to return the Bill to the House or, as the case may be, the Houses of the Legislature of the State together with such a message as it mentioned in the first proviso to Article 200 and, when a Bill is so returned, the House or Houses shall reconsider it accordingly within a period of six months from the date of receipt of such message and, if it is again passed by the House or Houses with or without amendment, it shall be presented again to the President for his consideration Procedure in Financial Matters",Article 201 - Bill Reserved for Consideration,"If the Governor sends a Bill to the President, the President decides whether to approve it or not. If the Bill isn't about money, the President can send it back to the legislature for more work."
202,"202. Annual financial statement
 (1) The Governor shall in respect of every financial year cause to be laid before the House or Houses of the Legislature of the State a statement of the estimated receipts and expenditure of the State for that year, in this Part referred to as the annual financial statement
 (2) The estimates of expenditure embodied in the annual financial statement shall show separately
 (a) the sums required to meet expenditure described by this Constitution as expenditure charged upon the Consolidated Fund of the State; and
 (b) the sums required to meet other expenditure proposed to be made from the Consolidated Fund of the State; and shall distinguish expenditure on revenue account from other expenditure
 (3) The following expenditure shall be expenditure charged on the Consolidated Fund of each State
 (a) the emoluments and allowances of the Governor and other expenditure relating to his office;
 (b) the salaries and allowances of the Speaker and the Deputy Speaker of the Legislative Assembly and, in the case of State having a Legislative Council, also of the Chairman and the Deputy Chairman of the Legislative Council;
 (c) debt charges for which the State is liable including interest, sinking fund charges and redemption charges, and other expenditure relating to the raising of loans and the service and redemption of debt;
 (d) expenditure in respect of the salaries and allowances of Judges of any High Court;
 (e) any sums required to satisfy and judgment, decree or award of any court or arbitral tribunal;
 (f) any other expenditure declared by this Constitution, or by the Legislature of the State by law, to be so charged",Article 202: Annual Financial Statement,"This article outlines the process and requirements for presenting the Annual Financial Statement of a State in India. It specifies the procedures and contents of the financial statement, as well as the types of expenditure that are charged on the Consolidated Fund of the State.

(1) Presentation of the Annual Financial Statement:
The Governor of the State is required to lay before the House or Houses of the State Legislature a statement for each financial year.
This statement is known as the Annual Financial Statement, and it presents the estimated receipts and expenditure for the coming year.
(2) Breakdown of Expenditure Estimates:
The estimates of expenditure in the Annual Financial Statement must be shown separately in two categories:
(a) Expenditure charged upon the Consolidated Fund of the State (as specified in the Constitution).
(b) Other expenditure to be made from the Consolidated Fund of the State.
Additionally, the statement must distinguish between:
Expenditure on revenue account (regular, recurring expenses).
Other expenditure (capital, non-recurring expenses).
(3) Expenditure Charged on the Consolidated Fund of the State:
The following items are considered expenditure charged on the Consolidated Fund of the State:

(a) The emoluments (salaries and allowances) of the Governor and other related expenditure for the Governor’s office.
(b) The salaries and allowances of:
The Speaker and Deputy Speaker of the Legislative Assembly.
In States with a Legislary Council, the Chairman and Deputy Chairman of the Legislary Council.
(c) Debt charges, which include:
Interest, sinking fund charges, and redemption charges for loans.
Other expenses related to the raising of loans, as well as the service and redemption of debt.
(d) The salaries and allowances of Judges of any High Court.
(e) Any sums required to satisfy judgments, decrees, or awards from any court or arbitral tribunal.
(f) Any other expenditure declared by the Constitution or the State Legislature (through law) as charged on the Consolidated Fund."
203,"203. Procedure in Legislature with respect to estimates
 (1) So much of the estimates as relates to expenditure charged upon the Consolidated Fund of a State shall not be submitted to the vote of the Legislative Assembly, but nothing in this clause shall be construed as preventing the discussion in the Legislature of any of those estimates
 (2) So much of the said estimates as relates to other expenditure shall be submitted in the form of demands for grants to the Legislative Assembly, and the Legislative Assembly shall have power to assent, or to refuse to assent, to any demand, or to assent to any demand subject to a reduction of the amount specified therein
 (3) No demand for a grant shall be made except on the recommendation of the Governor",Article 203: Procedure in Legislature with Respect to Estimates,"This article outlines the procedure that must be followed in the Legislature of a State regarding the estimates of expenditure as part of the Annual Financial Statement. It focuses on how the Legislative Assembly handles these estimates, including the process of discussing and approving expenditure.

(1) Expenditure Charged on the Consolidated Fund:
The part of the expenditure estimates that is charged on the Consolidated Fund of the State (as specified under Article 202) shall not be submitted to the vote of the Legislative Assembly.
However, this does not prevent the Legislature from discussing these charged expenditures. The discussion can still take place in the legislative process.
(2) Other Expenditures (Demands for Grants):
The estimates related to other expenditures (i.e., those not charged on the Consolidated Fund) are submitted to the Legislative Assembly in the form of demands for grants.
The Legislative Assembly has the power to:
Assent to any demand for a grant (approve it).
Refuse to assent to any demand (reject it).
Reduce the amount specified in any demand for a grant.
(3) Recommendation of the Governor:
A demand for a grant can only be made on the recommendation of the Governor.
This means that the Governor must formally recommend the grant before the Legislative Assembly can consider it.
"
204,"204. Appropriation Bills
 (1) As soon as may be after the grants under article 203 have been made by the Assembly, there shall be introduced a Bill to provide for the appropriation out of the Consolidated Fund of the State of all moneys required to meet
 (a) the grants so made by the assembly; and
 (b) the expenditure charged on the Consolidated Fund of the State but not exceeding in any case the amount shown in the statement previously laid before the House or Houses
 (2) No amendment shall be proposed to any such Bill in the House or either House of the Legislature of the State which will have the effect of varying the amount or altering the destination of any grant so made or of varying the amount of any expenditure charged on the Consolidated Fund of the State, and the decision of the person presiding as to whether an amendment is inadmissible under this clause shall be final
 (3) Subject to the provisions of articles 205 and 206, no money shall be withdrawn from the Consolidated Fund of the State except under appropriation made by law passed in accordance with the provisions of this article",Article 204: Appropriation Bills,"This article deals with the process for appropriating funds from the Consolidated Fund of the State to meet the expenditures approved by the Legislative Assembly.

(1) Introduction of Appropriation Bill:
After the grants are made by the Legislative Assembly (as per Article 203), an Appropriation Bill must be introduced.
This Bill is introduced to appropriation (i.e., allocate) the money needed for:
(a) The grants made by the Assembly.
(b) The expenditure that is charged on the Consolidated Fund of the State.
The total amount for this appropriation cannot exceed the amount shown in the financial statement (as laid out earlier in the procedure).
(2) Restrictions on Amendments to the Appropriation Bill:
No amendments can be proposed to change:
The amount or the destination of any grant made by the Legislative Assembly.
The amount of any expenditure that is charged on the Consolidated Fund.
The presiding officer (Speaker or Chairman) of the House has the authority to decide whether an amendment is admissible. Their decision on this matter is final.
(3) Money Withdrawals from the Consolidated Fund:
No money can be withdrawn from the Consolidated Fund of the State unless it is done according to an appropriation made by law. This appropriation must follow the procedure described in this article, i.e., it must be authorized by a law passed in accordance with Article 204.
"
205,"205. Supplementary, additional or excess grants
 (1) The Governor shall
 (a) if the amount authorised by any law made in accordance with the provisions of article 204 to be expended for a particular service for the current financial year is found to be insufficient for the purposes of that year or when a need has arisen during the current financial year for supplementary or additional expenditure upon some new service not contemplated in the annual financial statement for that year, or
 (b) if any money has been spent on any service during a financial year in excess of the amount granted for that service and for that year, cause to be laid before the House or the Houses of the Legislature of the State another statement showing the estimated amount of that expenditure or cause to be presented to the Legislative Assembly of the State a demand for such excess, as the case may be
 (2) The provisions of articles 202, 203 and 204 shall have effect in relation to any such statement and expenditure or demand and also to any law to be made authorising the appropriation of moneys out of the Consolidated Fund of the State to meet such expenditure or the grant in respect of such demand as they have effect in relation to the annual financial statement and the expenditure mentioned therein or to a demand for a grant and the law to be made for the authorisation of appropriation of moneys out of the Consolidated Fund of the State to meet such expenditure or grant","Article 205: Supplementary, Additional, or Excess Grants","This article addresses situations where the initial financial provisions made for a particular financial year need adjustments during the year.

(1) Governor's Role in Supplementary Grants:
The Governor must take action in the following cases:

(a) Insufficient funds for a particular service:
If the money allocated for a specific service during the current financial year is found to be insufficient for its purpose.
If there is a new need for expenditure on services that were not planned or not included in the annual financial statement.
(b) Excess expenditure:
If money has already been spent on a service that exceeds the amount originally granted for that service in the current year.
In either case, the Governor must:

Present a statement showing the estimated amount of expenditure or
Present a demand for the excess amount to the Legislative Assembly for approval.
(2) Process for Supplementary Grants:
The provisions of Articles 202, 203, and 204 (concerning financial statements, demands for grants, and appropriation Bills) will apply to these supplementary or excess grants in the same way they apply to the annual financial statement and original grants.
This means the process for authorization of the expenditure and the appropriation of funds from the Consolidated Fund remains the same."
206,"206. Votes on account, votes of credit and exceptional grants
 (1) Notwithstanding anything in the foregoing provisions of this Chapter, the Legislative Assembly of a State shall have power
 (a) to make any grant in advance in respect of the estimated expenditure for a part of any financial year pending the completion of the procedure prescribed in article 203 for the voting of such grant and the passing of the law in accordance with the provisions of article 204 in relation to that expenditure;
 (b) to make a grant for meeting an unexpected demand upon the resources of the State when on account of the magnitude or the indefinite character of the service the demand cannot be stated with the details ordinarily given in an annual financial statement;
 (c) to make an exceptional grant which forms no part of the current service of any financial year, and the Legislature of the State shall have power to authorise by law the withdrawal of moneys from the Consolidated Fund of the State for the purposes for which the said grants are made
 (2) The provisions of articles 203 and 204 shall have effect in relation to the making of any grant under clause ( 1 ) and to any law to be made under that clause as they have effect in relation to the making of a grant with regard to any expenditure mentioned in the annual financial statement and the law to be made for the authorisation of appropriation of moneys out of the Consolidated Fund of the State to meet such expenditure","Article 206: Votes on Account, Votes of Credit, and Exceptional Grants","This article provides the Legislative Assembly of a State with the power to approve certain types of grants in exceptional circumstances.

(1) Types of Grants:
The Legislative Assembly of a State has the authority to make the following types of grants:

(a) Grant in Advance (Votes on Account):
The Assembly can approve a temporary grant for part of the financial year before the full financial procedures (as described in Article 203) are completed. This is used to ensure the government can function while waiting for the final budget approval.
(b) Grant for Unexpected Demands (Votes of Credit):
If an unexpected demand arises that cannot be predicted in the annual financial statement due to its magnitude or indefinite nature, the Assembly can approve a grant to meet this unforeseen expenditure.
This is generally for emergencies or large-scale unforeseen needs that cannot be included in the normal budgeting process.
(c) Exceptional Grant:
The Assembly can make a grant for special circumstances that don't fall under regular yearly expenditure. These are grants that do not form part of the current service of the year but are necessary for certain extraordinary needs.
In all these cases, the Legislature of the State can pass laws authorizing the withdrawal of money from the Consolidated Fund of the State for these specific grants.

(2) Applicability of Articles 203 and 204:
The provisions of Articles 203 (Estimates and approval of expenditure) and 204 (Appropriation Bill) still apply to any grants made under Article 206(1). This means the process for authorizing the expenditure and appropriation of funds from the Consolidated Fund remains the same as for the regular annual financial grants."
207,"207. Special provisions as to financial Bills
 (1) A Bill or amendment making provision for any of the matters specified in sub clause (a) to (f) of clause ( 1 ) of article 199 shall not be introduced or moved except on the recommendation of the Governor, and a Bill making such provision shall not be introduced in a Legislative Council: Provided that no recommendation shall be required under this clause for the moving of an amendment making provision for the reduction or abolition of any tax
 (2) A Bill or amendment shall not be deemed to make provision for any of the matters aforesaid by reason only that it provides for the imposition of fines or other pecuniary penalties, or for the demand or payment of fees for licences or fees for services rendered, or by reason that it provides for the imposition, abolition, remission, alteration or regulation of any tax by any local authority or body for local purposes
 (3) A Bill which, if enacted and brought into operation, would involve expenditure from the Consolidated Fund of a State shall not be passed by a House of the Legislature of the State unless the Governor has recommended to that House the consideration of the Bill Procedure Generally",Article 207: Special Provisions as to Financial Bills,"This article deals with specific procedures related to Financial Bills in the State Legislature.

(1) Introduction of Financial Bills:
A Financial Bill (or an amendment to a Bill) that deals with certain financial matters (as specified in Article 199) can only be introduced on the recommendation of the Governor.
The matters specified in Article 199 include areas such as taxes, borrowing money, custody of funds, appropriation of money, and financial obligations of the State.
Prohibition on Introduction in the Legislative Council:
Such a Financial Bill cannot be introduced in the Legislative Council. It must originate in the Legislative Assembly.
Exception for Amendment of Taxes:
No recommendation from the Governor is required for an amendment that proposes to reduce or abolish any tax. This is an exception to the rule that requires the Governor's recommendation.
(2) Financial Bills Definition:
A Bill or amendment shall not be considered a Financial Bill solely because it imposes fines, penalties, or fees. It also does not become a Financial Bill just because it relates to the imposition or regulation of taxes by a local authority for local purposes (such as taxes levied for municipal services).
(3) Recommendation by the Governor for Financial Expenditure:
A Bill that requires expenditure from the Consolidated Fund of the State (the State's primary financial resource) cannot be passed by any House of the State Legislature unless the Governor has recommended that the Bill be considered.
This ensures that financial matters requiring the allocation of funds are controlled and recommended by the Governor before the Legislature takes them up."
208,"208. Rules of procedure
 (1) A House of the Legislature of a State may make rules for regulating subject to the provisions of this Constitution, its procedure and the conduct of its business
 (2) Until rules are made under clause ( 1 ), the rules of procedure and standing orders in force immediately before the commencement of this Constitution with respect to the Legislature for the corresponding Province shall have effect in relation to the Legislature of the State subject to such modifications and adaptations as may be made therein by the Speaker of the Legislative Assembly, or the Chairman of the Legislative Council, as the case may be
 (3) In a State having a Legislative Council the Governor, after consultation with the Speaker of the Legislative Assembly and the Chairman of the legislative Council, may make rules as to the procedure with respect to communications between the two Houses",Article 208: Rules of Procedure,"This article deals with the procedure and conduct of business within the Legislature of a State.

(1) Power to Make Rules:
A House of the Legislature in a State is empowered to make rules to regulate its procedure and conduct of business, but these rules must be consistent with the provisions of the Constitution.
(2) Interim Rules:
If no new rules are made under clause (1), the existing rules of procedure and standing orders from before the Constitution's commencement (for the corresponding Province) will continue to apply. However, these rules may be modified or adapted by:
The Speaker of the Legislative Assembly (for the Assembly).
The Chairman of the Legislative Council (for the Council).
(3) Procedure for Communications Between Houses:
In a State with a Legislative Council, the Governor, after consulting both the Speaker of the Legislative Assembly and the Chairman of the Legislative Council, has the authority to make rules specifically for the communication between the two Houses."
209,"209. Regulation by law of procedure in the Legislature of the State in relation to financial business The Legislature of a State may, for the purpose of the timely completion of financial business, regulate by law the procedure of, and the conduct of business in, the House or Houses of the Legislature of the State in relation to any financial matter or to any Bill for the appropriation of moneys out of the Consolidated Fund of the State, and, if and so far as any provision of any law so made is inconsistent with any rule made by the House or either House of the Legislature of the State under clause ( 1 ) of article 208 or with any rule or standing order having effect in relation to the Legislature of the State under clause ( 2 ) of that article, such provision shall prevail",Article 209: Regulation of Procedure for Financial Business,"States can make laws to regulate how financial matters are handled in the legislature.
If there’s any conflict between the new law and the existing legislature rules, the new law about financial matters will take precedence."
210,"210. Language to be used in the Legislature
 (1) Notwithstanding anything in Part XVII, but subject to the provisions of article 348, business in the Legislature of a State shall be transacted in the official language or languages of the State or in Hindi or in English: Provided that the Speaker of the Legislative Assembly or Chairman of the Legislative Council, or person acting as such, as the case may be, may permit any member who cannot adequately express himself in any of the languages aforesaid to address the House in his mother tongue
 (2) Unless the Legislature of the State by law otherwise provides, this article shall, after the expiration of a period of fifteen years from the commencement of this Constitution, have effect as if the words or in English were omitted here from: Provided that in relation to the Legislatures of the States of Himachal Pradesh, Manipur, Meghalaya and Tripura this clause shall have effect as if for the words fifteen years occurring therein, the words twenty five years were substituted: Provided further that in relation to the Legislature of the States of Arunachal Pradesh, Goa and Mizoram, this clause shall have effect as if for the words fifteen years occurring therein, the words forty years were substituted",Article 210: Language in the Legislature,"Business in the State legislature can be done in the State’s official language, Hindi, or English.
If someone can’t speak these languages well, they can use their mother tongue with permission from the Speaker or Chairman.
After 15 years of the Constitution starting, the use of English in the legislature will end, unless a State legislature says otherwise. Some States like Himachal Pradesh, Manipur, Meghalaya, and Tripura will have 25 years, and Arunachal Pradesh, Goa, and Mizoram will have 40 years.
"
211,211. Restriction on discussion in the Legislature No discussion shall take place in the Legislature of a State with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties,Article 211: Restriction on Discussions,"In the State legislature, there cannot be any discussions about how a Supreme Court or High Court judge does their job."
212,"212. Courts not to inquire into proceedings of the Legislature
 (1) The validity of any proceedings in the Legislature of a State shall not be called in question on the ground of any alleged irregularity of procedure
 (2) No officer or member of the Legislature of a State in whom powers are vested by or under this Constitution for regulating procedure or the conduct of business, or for maintaining order, in the Legislature shall be subject to the jurisdiction of any court in respect of the exercise by him of those powers CHAPTER IV LEGISLATIVE POWER OF THE GOVERNOR",Article 212: Courts Cannot Question Legislative Proceedings,"Courts cannot question the State legislature’s proceedings, even if there’s a mistake in how things were done.
If someone in the legislature is in charge of keeping order or managing business, they cannot be taken to court for how they do their job.
"
