Article Number,Article,Title,Description
103,"103. Decision on questions as to disqualifications of members
 (1) If any question arises as to whether a member of either House of Parliament has become subject to any of the disqualifications mentioned in clause ( 1 ) of Article 102, the question shall be referred for the decision of the President and his decision shall be final
 (2) Before giving any decision on any such question, the President shall obtain the opinion of the Election Commission and shall act according to such opinion",Article 103: Decision on Disqualifications,"
If there's a question about whether a member of Parliament is disqualified (not eligible to be a member), the President makes the final decision.
Before deciding, the President will ask the Election Commission for advice."
104,"104. Penalty for sitting and voting before making oath or affirmation under Article 99 or when not qualified or when disqualified If a person sits or votes as a member of either House of Parliament before he has complied with the requirements of Article 99, or when he knows that he is not qualified or that he is disqualified for membership thereof, or that he is prohibited from so doing by the provisions of any law made by Parliament, he shall be liable in respect of each day on which he so sits or votes to a penalty of five hundred rupees to be recovered as a debt due to the Union Powers, Privileges and Immunities of Parliament and its Members",Article 104: Penalty for Sitting or Voting Without Qualifying,"
If someone who is not qualified to be in Parliament sits or votes, they will have to pay a fine of 500 rupees for each day they do so."
105,"105. Powers, privileges, etc of the Houses of Parliament and of the members and committees thereof
 (1) Subject to the provisions of this constitution and the rules and standing orders regulating the procedure of Parliament, there shall be freedom of speech in Parliament
 (2) No member of Parliament shall be liable to any proceedings in any court in respect of anything said or any vote given by him in Parliament or any committee thereof, and no person shall be so liable in respect of the publication by or under the authority of either House of Parliament of any report, paper, votes or proceedings
 (3) In other respects, the powers, privileges and immunities of each House of Parliament, and of the members and the committees of each House, shall be such as may from time to time be defined by Parliament by law, and, until so defined shall be those of that House and of its members and committees immediately before the coming into force of Section 15 of the Constitution (Forty fourth Amendment) Act 1978
 (4) The provisions of clauses ( 1 ), ( 2 ) and ( 3 ) shall apply in relation to persons who by virtue of this constitution have the right to speak in, and otherwise to take part in the proceedings of, a House of Parliament or any committee thereof as they apply in relation to members of Parliament","Article 105: Powers, Privileges, etc., of the Houses of Parliament and its Members","This article defines the powers and privileges of Parliament, its members, and its committees. It grants certain rights to Parliament to ensure its smooth functioning and protection of its members.

Clause 1: Freedom of Speech in Parliament
Freedom of Speech: Members of Parliament have the right to speak freely in Parliament. This means they can express their views on any topic without fear of legal action, but their speech is still subject to the rules of the Parliament.
However, this freedom is not absolute and is subject to the rules and standing orders (procedures) that Parliament follows. For example, there may be limits to what can be discussed or how discussions should be conducted.
Clause 2: Immunity from Legal Proceedings
Immunity from Court Action: No member of Parliament can be sued or face any legal proceedings in a court for anything they say in Parliament or for any vote they give. This means they have legal immunity for their actions within Parliament.
Publication Immunity: Similarly, if anything published by or under the authority of Parliament, such as reports, papers, or proceedings, it cannot be used against anyone in court.
Clause 3: Powers, Privileges, and Immunities Defined by Parliament
The powers and privileges of the Parliament, its members, and its committees are decided by Parliament itself through laws.
Until these laws are made, the powers and privileges are the same as they were before 1978, when a specific amendment (Forty-Fourth Amendment) came into force.
This means that the legal rights and protections for members of Parliament (such as their ability to speak freely, etc.) were established before 1978 and continue to apply unless Parliament passes new laws to change them.
Clause 4: Application to Other People
The provisions mentioned in Clauses 1, 2, and 3 (freedom of speech, immunity from legal action, and powers/privileges) apply not just to members of Parliament, but also to those who have the right to speak in Parliament or take part in parliamentary proceedings.
This means people like Ministers or other individuals allowed to participate in parliamentary debates or committees also have these protections and privileges."
106,"106. Salaries and allowances of members Members of either House of Parliament shall be entitled to receive such salaries and allowances as may from time to time be determined by Parliament by law and, until provision in that in that respect is so made, allowances at such rates and upon such conditions as were immediately before the commencement of this Constitution applicable in the case of members of the Constituent Assembly of the Dominion of India Legislative Procedure",Article 106: Salaries and Allowances of Members,"
Members of Parliament are paid a salary and get allowances, which are determined by Parliament."
107,"107. Provisions as to introduction and passing of Bills
 (1) Subject to the provisions of Articles 109 and 117 with respect to Money Bills and other financial Bills, a Bill may originate in either House of Parliament
 (2) Subject to the provisions of Article 108 and 109, a Bill shall not be deemed to have been passed by the Houses of Parliament unless it has been agreed to by both Houses, either without amendment or with such amendments only as are agreed by both Houses
 (3) A Bill pending in Parliament shall not lapse by reason of the prorogation of the Houses
 (4) A Bill pending in the Council of States which has not been passed by the House of the People shall not lapse on a dissolution of the House of the People
 (5) A Bill which is pending in the House of the People, or which having been passed by the House of the People is pending in the council of States, shall subject to the provisions of Article 108, lapse on a dissolution of the House of the People",Article 107: Provisions as to Introduction and Passing of Bills,"This article explains how a Bill (a proposed law) is introduced and passed in Parliament. It outlines the process and conditions under which a Bill moves between the two Houses of Parliament: the Lok Sabha (House of the People) and the Rajya Sabha (Council of States).

Clause 1: Origin of a Bill
Where a Bill Can Start: A Bill can be introduced in either the Lok Sabha or the Rajya Sabha. There is no rule that requires a Bill to start in one House over the other, except for Money Bills and other financial Bills, which have specific rules (mentioned in Articles 109 and 117).
Clause 2: Agreement Between Both Houses
Agreement Required for Passage: For a Bill to be passed, both Houses must agree to it. This can be with or without changes (amendments), but any amendments must be agreed upon by both Houses.
If the Lok Sabha agrees on a Bill with amendments, the Rajya Sabha must also agree on the same amendments (and vice versa). If they cannot agree, the Bill is not passed.
Money Bills (related to taxes, government spending, etc.) have separate rules.
Clause 3: Bills Not Lapsing Due to Prorogation
No Lapse During Prorogation: If a Bill is still being discussed or has not been passed by either House, it does not get canceled or ""lapse"" if the Parliament is prorogued (temporarily closed).
This ensures that the work on the Bill can continue after Parliament reopens.
Clause 4: Bills in Rajya Sabha When Lok Sabha is Dissolved
Bill Pending in Rajya Sabha and Lok Sabha Dissolved: If a Bill is still under discussion in the Rajya Sabha and has not yet been passed by the Lok Sabha, it does not lapse if the Lok Sabha is dissolved (disbanded).
This means the Bill can still continue its passage when the new Lok Sabha is formed.
Clause 5: Bills in Lok Sabha and Rajya Sabha Dissolved
Bill Pending in Lok Sabha or Rajya Sabha and Dissolution of Lok Sabha: If a Bill is in the Lok Sabha or if it has been passed by the Lok Sabha and is still pending in the Rajya Sabha, it laps (ends) if the Lok Sabha is dissolved.
This means the Bill cannot continue unless reintroduced after the new Lok Sabha is formed.
"
108,"108. Joint sitting of both Houses in certain cases
 (1) If after a Bill has been passed by one House and transmitted to the other House
 (a) the Bill is rejected by the other House; or
 (b) the Houses have finally disagreed as to the amendments to be made in the Bill; or
 (c) more than six months elapse from the date of the reception of the Bill by the other House without the Bill being passed by it the President may, unless the Bill has lapsed by reason of a dissolution of the House of the People, notify to the Houses by message if they are sitting or by public notification if they are not sitting, his intention to summon them to meet in a joint sitting for the purpose of deliberating and voting on the Bill: Provided that nothing in this clause shall apply to a Money Bill
 (2) In reckoning any such period of six months as is referred to in clause ( 1 ), no account shall be taken of any period during which the House referred to in sub clause (c) of that clause is prorogued or adjourned for more than four consecutive days
 (3) Where the President has under clause ( 1 ) notified his intention of summoning the Houses to meet in a joint sitting, neither House shall proceed further with the Bill, but the President may at any time after the date of his notification summon the Houses to meet in a joint sitting for the purpose specified in the notification and, if he does so, the Houses shall meet accordingly
 (4) If at the joint sitting of the two Houses the Bill, with such amendments, if any, as are agreed to in joint siting, is passed by a majority of the total number of members of both Houses present and voting, it shall be deemed for the purposes of this Constitution to have been passed by both Houses: Provided that a joint sitting
 (a) if the Bill, having been passed by one House, has not been passed by the other House with amendments and returned to the House in which it originated, no amendment shall be proposed to the Bill other than such amendments (if any) as are made necessary by the delay in the passage of the Bill;
 (b) if the Bill has been so passed and returned, only such amendments as aforesaid shall be proposed to the Bill and such other amendments as are relevant to the matters with respect to which the Houses have not agreed; and the decision of the person presiding as to the amendments which are admissible under this clause shall be final
 (5) A joint sitting may be held under this article and a Bill passed thereat, notwithstanding that a dissolution of the House of the People has intervened since the President notified his intention to summon the Houses to meet therein",Article 108: Joint Sitting of Both Houses in Certain Cases,"This article deals with a situation where both Houses of Parliament (the Lok Sabha and the Rajya Sabha) are unable to agree on a Bill. In such cases, the President can call a Joint Sitting of both Houses to resolve the disagreement.

Clause 1: When a Joint Sitting Can Be Called
If a Bill has been passed by one House and sent to the other, and:
The Bill is rejected by the other House.
The two Houses cannot agree on amendments to the Bill.
More than six months pass after the Bill is sent to the other House, and that House has not passed the Bill.
In such situations, the President can decide to call a Joint Sitting of both Houses for discussion and voting on the Bill.
However, Money Bills (related to money, taxes, or government spending) are not included in this process.
Clause 2: Counting of Six Months
When counting the six months mentioned in Clause 1, you don’t count the time when the House is prorogued (temporarily closed) or adjourned for more than four consecutive days.
Clause 3: Procedure After the President’s Notification
If the President has decided to summon both Houses for a Joint Sitting, neither House can continue working on the Bill. Once the President makes this notification, they must wait for a Joint Sitting to take place.
The President can call the Joint Sitting at any time after notifying, and when the Houses meet, they will discuss and vote on the Bill.
Clause 4: Voting in the Joint Sitting
In the Joint Sitting, the Bill will be considered, and if a majority of the total members present and voting agree on the Bill (with or without amendments), the Bill is considered passed by both Houses.
Amendments to the Bill can be made during the Joint Sitting, but only under certain conditions:
If the Bill has passed in one House and not passed in the other House, the only changes that can be made are those necessary due to the delay in the Bill’s passage.
If the Bill has been passed and returned by the second House, only those amendments are allowed that relate to the disagreements between the Houses.
The decision on what amendments are allowed during this process is final and made by the presiding officer (the person leading the Joint Sitting).
Clause 5: Joint Sitting Despite Dissolution of Lok Sabha
A Joint Sitting can still take place even if the Lok Sabha is dissolved (ended before the session is over) after the President has decided to call the Joint Sitting.
In this case, the President’s notification still stands, and the Joint Sitting can proceed even after the dissolution of the Lok Sabha.
In simple terms:
When to Call a Joint Sitting: If the Lok Sabha and Rajya Sabha can’t agree on a Bill for various reasons (rejection, disagreements on changes, or delay), the President can call a Joint Sitting of both Houses to settle the matter.
Six-Month Rule: If the Bill is stuck for six months in one House, the President can step in, but time spent in prorogation or long adjournments isn’t counted.
Waiting for Joint Sitting: After the President’s decision, both Houses must wait for the Joint Sitting to discuss and vote on the Bill.
How the Bill is Passed: If most members of both Houses agree to the Bill in the Joint Sitting, it’s considered passed. The rules on amendments depend on whether the Bill has been passed in both Houses before or not.
Joint Sitting Despite Lok Sabha's Dissolution: If the Lok Sabha is dissolved, the Joint Sitting can still take place as long as the President has already decided to call it."
109,"109. Special procedure in respect of Money Bills
 (1) A Money Bill shall not be introduced in the Council of States
 (2) After a Money Bill has been passed by the House of the People it shall be transmitted to the Council of States for its recommendations and the Council of States shall within a period of fourteen days from the date of its receipt of the Bill return the Bill to the house of the People with its recommendations and the House of the People may thereupon either accept or reject all or any of the recommendations of the Council of States
 (3) If the House of the People accepts any of the recommendations of the council of States, the Money Bill shall be deemed to have been passed by both Houses with the amendments recommended by the council of States and accepted by the House of the People
 (4) If the House of the People does not accept any of the recommendations of the council of States, the Money Bill shall be deemed to have been passed by both Houses in the form in which it was passed by the House of the People without any of the amendments recommended by the Council of States
 (5) If a Money Bill passed by the House of the People and transmitted to the council of States for its recommendations is not returned to the House of the People within the said period of fourteen days, it shall be deemed to have been passed by both Houses at the expiration of the said period in the form in which it was passed by the House of the People",Article 109: Special Procedure in Respect of Money Bills,"This article sets out the special procedure for the passage of Money Bills through Parliament, outlining how the Lok Sabha (House of the People) and the Rajya Sabha (Council of States) deal with such Bills.

Clause 1: Where a Money Bill Can Be Introduced
A Money Bill can only be introduced in the Lok Sabha (House of the People).
It cannot be introduced in the Rajya Sabha (Council of States).
Clause 2: Sending a Money Bill to the Rajya Sabha
Once the Lok Sabha passes a Money Bill, it is sent to the Rajya Sabha for its recommendations.
The Rajya Sabha has 14 days to consider the Bill and send it back to the Lok Sabha with its recommendations.
The Rajya Sabha is required to act quickly within 14 days from receiving the Bill.
Clause 3: Accepting the Recommendations of the Rajya Sabha
If the Lok Sabha agrees to any of the recommendations made by the Rajya Sabha, the Money Bill will be passed by both Houses with the changes suggested by the Rajya Sabha that the Lok Sabha accepts.
Essentially, the Lok Sabha can accept or reject the changes the Rajya Sabha proposes, and the Bill becomes law with the agreed-upon amendments.
Clause 4: Rejecting the Recommendations of the Rajya Sabha
If the Lok Sabha rejects all the recommendations made by the Rajya Sabha, the Money Bill will be considered passed by both Houses in the exact form in which it was originally passed by the Lok Sabha.
In this case, the Rajya Sabha's recommendations are ignored, and the Bill is deemed passed without any changes.
Clause 5: Rajya Sabha Failing to Return the Bill
If the Rajya Sabha does not return the Money Bill to the Lok Sabha within 14 days (for any reason), the Bill is considered to be passed by both Houses in the form in which it was originally passed by the Lok Sabha.
This means that if the Rajya Sabha delays or does not act on a Money Bill, the Lok Sabha’s version of the Bill automatically becomes the final version after 14 days.
In simple terms:
Money Bills can only start in the Lok Sabha and not the Rajya Sabha.
After the Lok Sabha passes a Money Bill, the Rajya Sabha has 14 days to suggest changes (recommendations).
If the Lok Sabha agrees to any of those changes, the Money Bill is passed with those changes.
If the Lok Sabha rejects all the suggestions, the Bill passes in the form it was passed by the Lok Sabha.
If the Rajya Sabha does not act within 14 days, the Bill is automatically considered passed in the form it was passed by the Lok Sabha."
110,"110. Definition of Money Bill
 (1) For the purposes of this Chapter, a Bill shall be deemed to be a Money Bill if it contains only provisions dealing with all or any of the following matters, namely
 (a) the imposition, abolition, remission, alteration or regulation of any tax;
 (b) the regulation of the borrowing of money or the giving of any guarantee by the Government of India, or the amendment of the law with respect to any financial obligations undertaken or to be undertaken by the Government of India;
 (c) the custody of the consolidated Fund or the Contingency Fund of India, the payment of moneys into or the withdrawal of moneys from any such Fund;
 (d) the appropriation of moneys out of the consolidated Fund of India;
 (e) the declaring of any expenditure to be expenditure charged on the Consolidated Fund of India or the increasing of the amount of any such expenditure;
 (f) the receipt of money on account of the Consolidated Fund of India or the public account of India or the custody or issue of such money or the audit of the accounts of the Union or of a State; or
 (g) any matter incidental to any of the matters specified in sub clause (a) to (f)
 (2) A Bill shall not be deemed to be a Money Bill by reason only that it provides for the imposition of fines or other pecuniary penalties, or for the demand or payment of fees for licences or fees for services rendered, or by reason that it provides for the imposition, abolition, remission, alteration or regulation of any tax by any local authority or body for local purposes
 (3) If any question arises whether a Bill is a Money Bill or not, the decision of the Speaker of the House of the People thereon shall be final
 (4) There shall be endorsed on every Money Bill when it is transmitted to the Council of States under Article 109, and when it is presented to the President for assent under Article 111, the certificate of the Speaker of the House of the People signed by him that it is a Money Bill",Article 110: Definition of Money Bill,"This article defines what constitutes a Money Bill and the process for its handling in Parliament.

Clause 1: What Makes a Bill a Money Bill?
A Bill is considered a Money Bill if it deals with any of the following financial matters:

(a) Taxes: Anything related to the imposition, abolition, remission, alteration, or regulation of taxes.
(b) Government Borrowing and Guarantees: Rules about how the Government of India borrows money or gives financial guarantees, or changes laws about financial obligations of the government.
(c) Funds Management: The custody and movement of money in key government funds (like the Consolidated Fund of India and the Contingency Fund of India), including deposits into or withdrawals from these funds.
(d) Appropriation of Money: How money from the Consolidated Fund of India is used (appropriated).
(e) Expenditure Charged on the Fund: Declaring specific expenditures as charged on the Consolidated Fund of India (like certain government expenses) or increasing such expenditures.
(f) Receipt and Audit of Money: The receipt, custody, or issue of government funds, and the auditing of accounts for the Union or any State.
(g) Any matter incidental to the above points.
Clause 2: What Is Not a Money Bill?
A Bill will not be considered a Money Bill if it deals with:

Imposing fines or penalties.
Charging fees for licenses or services.
Tax-related matters for local authorities (like municipal taxes) or for local purposes (as opposed to national taxes).
Clause 3: Dispute Over Whether a Bill is a Money Bill
If there is a dispute or confusion about whether a Bill is a Money Bill, the Speaker of the Lok Sabha will make the final decision.
The Speaker's decision is final and cannot be challenged.
Clause 4: Certification of a Money Bill
Every Money Bill must be certified by the Speaker of the Lok Sabha when it is transmitted to the Rajya Sabha and when it is presented to the President for assent.
The Speaker’s certificate verifies that the Bill is indeed a Money Bill."
111,"111. Assent to Bills When a Bill has been passed by the Houses of Parliament, it shall be presented to the President, and the President shall declare either that he assents to the Bill, or that he withholds assent therefrom Provided that the President may, as soon as possible after the presentation to him of a Bill for assent, return the Bill if it is not a Money Bill to the Houses with a message requesting that they will reconsider the Bill or any specified provisions thereof and, in particular, will consider the desirability of introducing any such amendments as he may recommend in his message, and when a Bill is so returned, the Houses shall reconsider the Bill accordingly, and if the Bill is passed again by the Houses with or without amendment and presented to the President for assent, the President shall not withhold assent therefrom Procedures in Financial Matters",Article 111 - Assent to Bills,"
After a bill is passed by both Houses of Parliament, it is sent to the President for approval (assent).
The President can either:
Approve the bill (assent).
Reject the bill (withhold assent).
Return the bill (except in case of money bills) for reconsideration by Parliament.
If Parliament passes the bill again after reconsideration, the President must give assent."
112,"112. Annual financial statement
 (1) The President shall in respect of every financial year cause to be laid before both the Houses of Parliament a statement of the estimated receipts and expenditure of the Government of India for that year, in this Part referred to as the annual financial statement
 (2) The estimates of expenditure embodied in the annual financial statement shall show separately
 (a) the sums required to meet expenditure described by the Condition as expenditure charged upon the Consolidated Fund of India; and
 (b) the sums required to meet other expenditure proposed to be made from the Consolidated Fund of India, and shall distinguish expenditure on revenue account from other expenditure
 (3) The following expenditure shall be expenditure charged on the Consolidated Fund of India
 (a) the emoluments and allowances of the President and other expenditure relating to his office;
 (b) the salaries and allowances of the Chairman and the Deputy Chairman of the Council of States and the Speaker and the Deputy Speaker of the House of the People;
 (c) debt charges for which the Government of India is liable including interest, sinking fund charges and redemption charges, and other expenditure relating to the raising of loans and the service and redemption of debt;
 (d)
 (i) the salaries, allowances and pensions payable to or in respect of Judges of the Supreme Court,
 (ii) the pensions payable to or in respect of Judges of the Federal Court,
 (iii) the pensions payable to or in respect of Judges of any High Court which exercises jurisdiction in relation to any area included in the territory of India or which at any time before the commencement of this Constitution exercises jurisdiction in relation to any area included in a Governors Province of the Dominion of India;
 (e) the salary, allowances and pension payable to or in respect of the Comptroller and Auditor General of India;
 (f) any sums required to satisfy any judgment, decree or award of any court or arbitral tribunal;
 (g) any other expenditure declared by this Constitution or by Parliament by law to be so charged",,"Article 112: Annual Financial Statement
This article explains how the Annual Financial Statement is prepared and presented by the President of India in Parliament, which is essentially the Budget of the Government of India. It outlines the estimated income and expenses for the upcoming financial year.

Clause 1: Presentation of the Annual Financial Statement
The President has to present a statement each year to both Houses of Parliament (the Lok Sabha and the Rajya Sabha) showing the estimated receipts (income) and expenditure (spending) of the Government of India for the upcoming financial year.
This statement is referred to as the ""Annual Financial Statement"" (the Budget).
Clause 2: Breakdown of the Expenditure
The statement will show the estimated expenditure in two categories:
(a) Expenditure charged on the Consolidated Fund of India: This is a special category of expenditure that is automatically paid from the government's main account (Consolidated Fund) without needing Parliament’s approval each year.
(b) Other expenditure: This is the regular expenditure that requires Parliament’s approval.
Additionally, the statement must clearly show:
Expenditure on revenue account: This is for the day-to-day running of the government.
Other types of expenditure: This includes things like investments or capital expenses.
Clause 3: Expenditure Charged on the Consolidated Fund of India
Some expenditures are automatically paid from the Consolidated Fund of India and do not require annual approval from Parliament. These include:

(a) The President's emoluments: The salary, allowances, and office expenses related to the President's office.
(b) The salaries and allowances of key Parliament figures: This includes the Chairman and Deputy Chairman of the Council of States (Rajya Sabha), the Speaker and Deputy Speaker of the Lok Sabha.
(c) Debt Charges: These are payments the government makes to cover interest, sinking fund charges, and redemption of loans the government has taken.
(d) Salaries, allowances, and pensions of Judges:
Supreme Court Judges.
Federal Court Judges (for those who served before India became a Republic).
High Court Judges (for those who were serving before the Constitution came into effect).
(e) Salaries and pensions of the Comptroller and Auditor General of India (CAG).
(f) Payments to settle court judgments: If the government is required to pay a judgment or award given by a court or arbitral tribunal, that amount is also charged to the Consolidated Fund.
(g) Other expenditure: Any other types of expenditure that are either mentioned in the Constitution or have been designated by Parliament as being charged on the Consolidated Fund."
113,"113. Procedure in Parliament with respect to estimates
 (1) So much of the estimates as relates to expenditure charged upon the Consolidated Fund of India shall not be submitted to the vote of Parliament, but nothing in this clause shall be construed as preventing the discussion in either House of Parliament of any of those estimates
 (2) So much of the said estimates as relates to other expenditure shall be submitted in the form of demands for grants to the House of the People, and the House of the People shall have power to assent, or to refuse to assent, to any demand, or to assent to any demand subject to a reduction of the amount specified therein
 (3) No demand for a grant shall be made except on the recommendation of the President",Article 113: Procedure in Parliament with Respect to Estimates,"Article 113 of the Indian Constitution outlines the process for approving government expenditure and the procedure that Parliament follows with respect to the estimates of expenditure presented in the Annual Financial Statement (the Union Budget).

Clause 1: Expenditure Charged on the Consolidated Fund of India
The estimates for expenditure charged on the Consolidated Fund of India (such as debt charges, salaries of the President, salaries of judges, etc.) are not voted on by Parliament.
However, discussion on these estimates is allowed in both Houses of Parliament (Lok Sabha and Rajya Sabha).
In simple terms, while Parliament cannot vote to approve or reject these charges (as they are automatically paid), debate on them is still permitted.
Clause 2: Other Expenditure
The estimates for other expenditure (expenses that are not automatically charged on the Consolidated Fund) are presented as demands for grants to the Lok Sabha (House of the People).
Demands for grants refer to the specific requests made by the government for funding particular projects or activities.
The Lok Sabha has the power to:
Approve the demand for the full amount.
Reject the demand entirely.
Approve the demand but with a reduction in the amount requested.
This gives the Lok Sabha significant control over the allocation of funds for government programs.
Clause 3: Presidential Recommendation for Grants
A demand for a grant (a request for funds) cannot be made unless it is recommended by the President.
This ensures that the President has formal approval over the government’s request for funding before Parliament considers it."
114,"114. Appropriation Bills
 (1) As soon as may be after the grants under article 113 have been made by the House of the People, there shall be introduced a Bill to provide for the appropriation out of the Consolidated Fund of India of all moneys required to meet
 (a) the grants so made by the House of the People; and
 (b) the expenditure charged on the Consolidated fund of India but not exceeding in any case the amount shown in the statement previously laid before Parliament
 (2) No amendment shall be proposed to any such Bill in either House of Parliament which will have the effect of varying the amount or altering the destination of any grant so made or of varying the amount of any expenditure charged on the Consolidated Fund of India, and the decision of the person presiding as to whether an amendment is inadmissible under this clause shall be final
 (3) Subject to the provisions of articles 115 and 116, no money shall be withdrawn from the Consolidated Fund of India expect under appropriation made by law passed in accordance with the provisions of this article",Article 114: Appropriation Bills,"Article 114 of the Indian Constitution deals with the Appropriation Bill, which is a legal requirement for the government to access funds from the Consolidated Fund of India. It ensures that money can only be withdrawn for government spending if it is legally authorized through an appropriation process.

Clause 1: Introduction of the Appropriation Bill
Once grants (approved by the Lok Sabha, as per Article 113) are made, the Appropriation Bill is introduced. This Bill authorizes the government to withdraw money from the Consolidated Fund of India.
The purpose of the Bill is to:
Appropriate the grants already approved by the Lok Sabha (for specific projects or spending).
Appropriate the expenditure that is automatically charged on the Consolidated Fund of India (such as debt repayment or judicial salaries), but within the limits already set in the Annual Financial Statement (the Budget).
Example: If the Lok Sabha has approved a grant for education, the Appropriation Bill ensures that the money can be withdrawn from the fund to fulfill this purpose.
Clause 2: Restrictions on Amendments to the Bill
When the Appropriation Bill is discussed in Parliament, no amendments can be made that:
Increase or decrease the amount of the grants already approved.
Change the purpose (destination) of any approved grants or expenditure.
The Presiding officer (Speaker of the Lok Sabha or Chairman of the Rajya Sabha) will decide if any proposed amendment violates this rule. Their decision is final.
Clause 3: Legal Requirement for Withdrawal of Funds
No money can be withdrawn from the Consolidated Fund of India unless it is appropriated by law passed through the Appropriation Bill.
This ensures that government spending is legally authorized and that Parliament has the final say on how funds are spent."
115,"115. Supplementary, additional or excess grants
 (1) The President shall
 (a) If the amount authorised by any law made in accordance with the provisions of article 114 to be expended for a particular service for the current financial year is found to be insufficient for the purposes of that year or when a need has arisenduring the current financial year for supplementary or additional expenditure upon some new service not contemplated in the annual financial statement for that year, or
 (b) if any money has been spent on any service during a financial year in excess of the amount granted for that service and for that year, cause to be laid before both the Houses of Parliament another statement showing the estimated amount of that expenditure or cause to be presented to the House of the People a demand for such excess, as the case may be
 (2) The provisions of articles 112, 113 and 114 shall have effect in relation to any such statement and expenditure or demand and also to any law to be made authorising the appropriation of moneys out of the Consolidated Fund of India to meet such expenditure or the grant in respect of such demand as they have effect in relation to the annual financial statement and the expenditure mentioned therein or to a demand for a grant and the law to be made for the authorisation of appropriation of moneys out of the Consolidated Fund of India to meet such expenditure or grant","Article 115 - Supplementary, Additional, or Excess Grants","
If the government needs more funds than initially allocated in the Budget, it can ask Parliament for Supplementary Grants to cover the extra expenses.
Article 115: Supplementary, Additional, or Excess Grants
Article 115 of the Indian Constitution provides a process for the government to request additional funds during the financial year if the initial allocation is insufficient or if extra expenses arise. It ensures that Parliament has control over how the government's budget is adjusted.

Clause 1: Circumstances for Additional Grants
The President, if the following situations arise, will submit a request to Parliament for supplementary, additional, or excess grants:

(a) If the funds authorized for a particular service (as per the Appropriation Bill) are found to be insufficient for the current financial year.
For example, if a project faces unforeseen costs or the government needs extra funds for a service, such as healthcare during a pandemic.
(b) If the government spends more than the approved budget on a service during the year.
For instance, if the government has already exceeded the initially allocated funds for a department, it will need extra authorization from Parliament to cover the excess expenditure.
In either case, the President will:

Lay before Parliament a statement showing the additional amount of expenditure required.
Alternatively, a demand will be made in the Lok Sabha for the excess amount that has been spent.
Clause 2: Procedural Application
The process for obtaining these supplementary, additional, or excess grants follows the same procedures as the Annual Financial Statement (Article 112), Demands for Grants (Article 113), and the Appropriation Bill (Article 114).
This means that Parliament will review and approve the additional expenditure just as it would the regular budget.
The process involves:
Discussing and approving the extra funds.
Introducing a law for the appropriation (withdrawal) of funds from the Consolidated Fund of India to meet the new expenditure."
116,"116. Votes on account, votes of credit and exceptional grants
 (1) Notwithstanding anything in the foregoing provisions of this Chapter, the House of the People shall have power
 (a) to make any grant in advance in respect of the estimated expenditure for a part of any financial year pending the completion of the procedure prescribed in article 113 for the voting of such grant and the passing of the law in accordance with the provisions of article 114 in relation to that expenditure;
 (b) to make a grant for meeting an unexpected demand upon there sources of India when on account of the magnitude or the indefinite character of the service the demand cannot be stand with the details ordinarily given in an annual financial statement;
 (c) to make an exceptional grant which forms no part of the current service of any financial year; and Parliament shall have power to authorise by law the withdrawal of moneys from the Consolidated Fund of India for the purposes for which the said grants are made
 (2) The provisions of articles 113 and 114 shall have effect in relation to the making of any grant under clause ( 1 ) and to any law to be made under that clause as they have effect in relation to the making of a grant with regard to any expenditure mentioned in the annual financial statement and the law to be made for the authorisation of appropriation of moneys out of the Consolidated Fund of India to meet such expenditure","Article 116: Votes on Account, Votes of Credit, and Exceptional Grants","This article addresses the need for the government to make advance or emergency funding requests in situations where regular budget approval processes cannot be completed on time. It allows the government to access funds when there are urgent or unforeseen expenses.

Clause 1: Powers of the House of the People
The House of the People (Lok Sabha) is empowered to make certain kinds of grants in specific situations, even before the formal approval processes (as outlined in Articles 113 and 114) are completed:

Grant in Advance (Votes on Account)

The House can approve a temporary grant for part of a financial year while the full budget approval process is still pending.
This ensures that essential government functions can continue smoothly without waiting for the full passage of the budget.
Example: If the new budget is delayed but the government needs funds for ongoing services like salaries or infrastructure, the House can approve a vote on account to meet these needs.
Grant for Unexpected Demand (Votes of Credit)

In cases where there is an unexpected financial emergency, such as a natural disaster or a national security crisis, the House can approve funds even if the exact details of the expenditure are unclear or too large to fit within the normal budget process.
Example: If a sudden, large-scale natural disaster requires immediate relief, the House may approve an emergency fund (votes of credit) without needing detailed breakdowns.
Exceptional Grant

The House can approve a one-time exceptional grant that is not part of the regular, recurring expenses of the government for that financial year.
Example: A special grant for a major infrastructure project or an unforeseen expenditure that does not fit into the annual budget.
In each of these cases, Parliament is authorized to make laws for the withdrawal of money from the Consolidated Fund of India to cover these grants.

Clause 2: Procedure for Making Grants
Even though these grants are made under exceptional circumstances, the provisions of Articles 113 and 114 (which outline the procedure for voting on grants and appropriating funds) still apply. This means:

The grants must be reviewed, debated, and passed by the House.
Laws to authorize the appropriation of money from the Consolidated Fund of India must be made according to the procedures outlined in the Constitution, ensuring proper checks and balances."
